\\ Branch Data
\\Index, Label, Type, Phases, From, To, Length (ft)
530, ol_65, LINE, AN, 481, 531, 114.400
531, tl_27, TRIL, BS, 483, 532, 30
532, tl_31, TRIL, BS, 485, 533, 30
533, xfmr_32, XFRMR, BS, 486, 534, N/A
534, tl_34, TRIL, CS, 488, 535, 30
535, tl_36, TRIL, CS, 490, 536, 30
536, xfmr_37, XFRMR, CS, 491, 537, N/A
537, ul_53, LINE, CN, 491, 538, 88.400
538, tl_12, TRIL, BS, 493, 539, 30
539, xfmr_20, XFRMR, CS, 495, 540, N/A
540, ul_28, LINE, CN, 495, 541, 108.700
541, switch_3, SWITCH, CN, 496, 542, N/A
542, ul_273, LINE, ABCN, 497, 543, 39.400
543, ul_245, LINE, CN, 500, 544, 203.383
544, xfmr_45, XFRMR, CS, 501, 545, N/A
545, ul_181, LINE, CN, 502, 546, 115.161
546, ul_184, LINE, CN, 502, 547, 155.067
547, xfmr_43, XFRMR, CS, 504, 548, N/A
548, tl_44, TRIL, CS, 505, 549, 30
549, tl_194, TRIL, BS, 507, 550, 30
550, xfmr_195, XFRMR, BS, 508, 551, N/A
551, ul_211, LINE, BN, 508, 552, 237.269
552, xfmr_174, XFRMR, AS, 509, 553, N/A
553, ul_189, LINE, AN, 509, 554, 300.148
554, switch_17, SWITCH, BN, 510, 555, N/A
555, ul_215, LINE, CN, 510, 556, 102.607
556, ul_169, LINE, ABCN, 511, 557, 27.800
557, tl_203, TRIL, AS, 513, 558, 30
558, xfmr_204, XFRMR, AS, 514, 559, N/A
559, ul_224, LINE, AN, 514, 560, 282.403
560, ol_73, LINE, CN, 515, 561, 222.250
561, xfmr_191, XFRMR, CS, 515, 562, N/A
562, tl_190, TRIL, CS, 516, 563, 30
563, ul_226, LINE, CN, 519, 564, 73.378
564, ul_246, LINE, BN, 520, 565, 217.394
565, fuse_20, FUSE, BN, 521, 566, N/A
566, ol_87, LINE, ABCN, 521, 567, 173.781
567, xfmr_213, XFRMR, AS, 521, 568, N/A
568, xfmr_214, XFRMR, BS, 521, 569, N/A
569, xfmr_215, XFRMR, CS, 521, 570, N/A
570, tl_216, TRIL, AS, 522, 571, 30
571, tl_217, TRIL, BS, 523, 572, 30
572, tl_218, TRIL, CS, 524, 573, 30
573, tl_120, TRIL, AS, 525, 574, 30
574, ul_170, LINE, AN, 526, 575, 300.249
575, fuse_14, FUSE, AN, 527, 576, N/A
576, ol_52, LINE, ACN, 527, 577, 366.056
577, xfmr_150, XFRMR, AS, 527, 578, N/A
578, xfmr_151, XFRMR, CS, 527, 579, N/A
579, load_6_ohl, LINE, ABCN, 528, 580, 50ft
580, tl_156, TRIL, AS, 529, 581, 30
581, xfmr_157, XFRMR, AS, 530, 582, N/A
582, ol_66, LINE, AN, 531, 583, 380.700
583, xfmr_158, XFRMR, AS, 531, 584, N/A
584, tl_32, TRIL, BS, 534, 585, 30
585, tl_37, TRIL, CS, 537, 586, 30
586, xfmr_38, XFRMR, CS, 538, 587, N/A
587, ul_54, LINE, CN, 538, 588, 112.448
588, tl_20, TRIL, CS, 540, 589, 30
589, xfmr_21, XFRMR, CS, 541, 590, N/A
590, switch_27, SWITCH, ABCN, 543, 591, N/A
591, ul_179, LINE, CN, 544, 592, 285.430
592, tl_45, TRIL, CS, 545, 593, 30
593, xfmr_175, XFRMR, CS, 546, 594, N/A
594, ul_182, LINE, CN, 546, 595, 310.125
595, tl_43, TRIL, CS, 548, 596, 30
596, tl_195, TRIL, BS, 551, 597, 30
597, xfmr_196, XFRMR, BS, 552, 598, N/A
598, ul_212, LINE, BN, 552, 599, 225.813
599, tl_174, TRIL, AS, 553, 600, 30
600, xfmr_182, XFRMR, AS, 554, 601, N/A
601, ul_214, LINE, BN, 555, 602, 197.564
602, xfmr_200, XFRMR, CS, 556, 603, N/A
603, ul_186, LINE, CN, 556, 604, 197.567
604, ul_83, LINE, ABCN, 557, 605, 7.127
605, ul_84, LINE, BN, 557, 606, 211.900
606, ul_185, LINE, CN, 557, 607, 193.713
607, tl_204, TRIL, AS, 559, 608, 30
608, xfmr_205, XFRMR, AS, 560, 609, N/A
609, ol_74, LINE, CN, 561, 610, 227.794
610, xfmr_170, XFRMR, CS, 561, 611, N/A
611, tl_191, TRIL, CS, 562, 612, 30
612, xfmr_211, XFRMR, CS, 564, 613, N/A
613, ul_227, LINE, CN, 564, 614, 208.613
614, ul_247, LINE, BN, 565, 615, 170.869
615, ol_82, LINE, BN, 566, 616, 146.902
616, tl_213, TRIL, AS, 568, 617, 30
617, tl_214, TRIL, BS, 569, 618, 30
618, tl_215, TRIL, CS, 570, 619, 30
619, xfmr_152, XFRMR, AS, 575, 620, N/A
620, ul_171, LINE, AN, 575, 621, 355.500
621, ul_119, LINE, AN, 576, 622, 19.670
622, ol_51, LINE, ACN, 577, 623, 266.753
623, tl_150, TRIL, AS, 578, 624, 30
624, tl_151, TRIL, CS, 579, 625, 30
625, load_6_CTTF_A_1, XFRMR, AS, 580, 626, N/A
626, load_6_CTTF_B_1, XFRMR, BS, 580, 627, N/A
627, load_6_CTTF_C_1, XFRMR, CS, 580, 628, N/A
628, tl_157, TRIL, AS, 582, 629, 30
629, ol_67, LINE, AN, 583, 630, 139.000
630, xfmr_159, XFRMR, AS, 583, 631, N/A
631, tl_158, TRIL, AS, 584, 632, 30
632, tl_38, TRIL, CS, 587, 633, 30
633, tl_21, TRIL, CS, 590, 634, 30
634, switch_26, SWITCH, ABCN, 591, 635, N/A
635, switch_28, SWITCH, ABCN, 591, 636, N/A
636, xfmr_173, XFRMR, CS, 592, 637, N/A
637, tl_175, TRIL, CS, 594, 638, 30
638, xfmr_176, XFRMR, CS, 595, 639, N/A
639, ul_183, LINE, CN, 595, 640, 164.373
640, tl_196, TRIL, BS, 598, 641, 30
641, xfmr_197, XFRMR, BS, 599, 642, N/A
642, ul_213, LINE, BN, 599, 643, 205.658
643, tl_182, TRIL, AS, 601, 644, 30
644, xfmr_199, XFRMR, BS, 602, 645, N/A
645, tl_200, TRIL, CS, 603, 646, 30
646, xfmr_179, XFRMR, CS, 604, 647, N/A
647, ul_187, LINE, CN, 604, 648, 203.784
648, xfmr_57, XFRMR, BS, 606, 649, N/A
649, ul_85, LINE, BN, 606, 650, 245.700
650, xfmr_178, XFRMR, CS, 607, 651, N/A
651, tl_205, TRIL, AS, 609, 652, 30
652, fuse_17, FUSE, CN, 610, 653, N/A
653, xfmr_171, XFRMR, CS, 610, 654, N/A
654, tl_170, TRIL, CS, 611, 655, 30
655, tl_211, TRIL, CS, 613, 656, 30
656, xfmr_212, XFRMR, CS, 614, 657, N/A
657, ul_204, LINE, CN, 614, 658, 60.452
658, xfmr_237, XFRMR, BS, 615, 659, N/A
659, ul_248, LINE, BN, 615, 660, 233.843
660, ol_83, LINE, BN, 616, 661, 214.743
661, xfmr_206, XFRMR, BS, 616, 662, N/A
662, tl_152, TRIL, AS, 620, 663, 30
663, xfmr_153, XFRMR, AS, 621, 664, N/A
664, ul_172, LINE, AN, 621, 665, 298.724
665, xfmr_129, XFRMR, AS, 622, 666, N/A
666, ul_120, LINE, AN, 622, 667, 291.910
667, ol_50, LINE, ACN, 623, 668, 351.211
668, ol_68, LINE, AN, 630, 669, 141.100
669, xfmr_160, XFRMR, AS, 630, 670, N/A
670, tl_159, TRIL, AS, 631, 671, 30
671, switch_50, SWITCH, ABCN, 635, 672, N/A
672, ul_151, LINE, ABCN, 635, 673, 481.741
673, ul_280, LINE, ABCN, 636, 674, 153.274
674, tl_173, TRIL, CS, 637, 675, 30
675, tl_176, TRIL, CS, 639, 676, 30
676, xfmr_177, XFRMR, CS, 640, 677, N/A
677, tl_197, TRIL, BS, 642, 678, 30
678, xfmr_198, XFRMR, BS, 643, 679, N/A
679, tl_199, TRIL, BS, 645, 680, 30
680, tl_179, TRIL, CS, 647, 681, 30
681, xfmr_180, XFRMR, CS, 648, 682, N/A
682, ul_188, LINE, CN, 648, 683, 199.414
683, tl_57, TRIL, BS, 649, 684, 30
684, xfmr_58, XFRMR, BS, 650, 685, N/A
685, ul_86, LINE, BN, 650, 686, 410.700
686, tl_178, TRIL, CS, 651, 687, 30
687, ul_178, LINE, CN, 653, 688, 395.719
688, tl_171, TRIL, CS, 654, 689, 30
689, tl_212, TRIL, CS, 657, 690, 30
690, ul_205, LINE, CN, 658, 691, 161.265
691, tl_237, TRIL, BS, 659, 692, 30
692, xfmr_238, XFRMR, BS, 660, 693, N/A
693, ol_84, LINE, BN, 661, 694, 160.446
694, xfmr_207, XFRMR, BS, 661, 695, N/A
695, tl_206, TRIL, BS, 662, 696, 30
696, tl_153, TRIL, AS, 664, 697, 30
697, switch_10, SWITCH, AN, 665, 698, N/A
698, tl_129, TRIL, AS, 666, 699, 30
699, xfmr_130, XFRMR, AS, 667, 700, N/A
700, ul_121, LINE, AN, 667, 701, 296.400
701, ol_49, LINE, ACN, 668, 702, 340.200
702, xfmr_127, XFRMR, AS, 668, 703, N/A
703, xfmr_128, XFRMR, CS, 668, 704, N/A
704, ol_69, LINE, AN, 669, 705, 107.683
705, xfmr_161, XFRMR, AS, 669, 706, N/A
706, tl_160, TRIL, AS, 670, 707, 30
707, ul_401, LINE, ABCN, 672, 708, 12.485
708, ul_269, LINE, ABCN, 673, 709, 272.506
709, ul_281, LINE, ABCN, 674, 710, 27.848
710, tl_177, TRIL, CS, 677, 711, 30
711, tl_198, TRIL, BS, 679, 712, 30
712, tl_180, TRIL, CS, 682, 713, 30
713, xfmr_181, XFRMR, CS, 683, 714, N/A
714, tl_58, TRIL, BS, 685, 715, 30
715, xfmr_59, XFRMR, BS, 686, 716, N/A
716, ul_87, LINE, BN, 686, 717, 200.200
717, xfmr_172, XFRMR, CS, 688, 718, N/A
718, xfmr_183, XFRMR, CS, 691, 719, N/A
719, tl_238, TRIL, BS, 693, 720, 30
720, ol_85, LINE, BN, 694, 721, 172.810
721, xfmr_208, XFRMR, BS, 694, 722, N/A
722, tl_207, TRIL, BS, 695, 723, 30
723, tl_130, TRIL, AS, 700, 724, 30
724, xfmr_131, XFRMR, AS, 701, 725, N/A
725, ul_140, LINE, AN, 701, 726, 43.116
726, fuse_4, FUSE, ACN, 702, 727, N/A
727, ol_3, LINE, ACN, 702, 728, 330.700
728, tl_127, TRIL, AS, 703, 729, 30
729, tl_128, TRIL, CS, 704, 730, 30
730, ol_70, LINE, AN, 705, 731, 133.700
731, ol_71, LINE, AN, 705, 732, 159.800
732, tl_161, TRIL, AS, 706, 733, 30
733, ul_402, LINE, ABCN, 708, 734, 645.227
734, switch_25, SWITCH, ABCN, 709, 735, N/A
735, switch_29, SWITCH, ABCN, 710, 736, N/A
736, tl_181, TRIL, CS, 714, 737, 30
737, tl_59, TRIL, BS, 716, 738, 30
738, xfmr_60, XFRMR, BS, 717, 739, N/A
739, tl_172, TRIL, CS, 718, 740, 30
740, tl_183, TRIL, CS, 719, 741, 30
741, ol_86, LINE, BN, 721, 742, 197.942
742, xfmr_209, XFRMR, BS, 721, 743, N/A
743, tl_208, TRIL, BS, 722, 744, 30
744, tl_131, TRIL, AS, 725, 745, 30
745, ul_139, LINE, AN, 726, 746, 38.505
746, xfmr_76, XFRMR, AS, 727, 747, N/A
747, xfmr_77, XFRMR, CS, 727, 748, N/A
748, ul_135, LINE, ACN, 727, 749, 676.900
749, ol_2, LINE, ACN, 728, 750, 174.679
750, xfmr_162, XFRMR, AS, 731, 751, N/A
751, xfmr_163, XFRMR, AS, 732, 752, N/A
752, switch_51, SWITCH, ABCN, 734, 753, N/A
753, ul_268, LINE, ABCN, 735, 754, 11.255
754, fuse_30, FUSE, ABCN, 736, 755, N/A
755, fuse_31, FUSE, ABCN, 736, 756, N/A
756, switch_30, SWITCH, ABCN, 736, 757, N/A
757, tl_60, TRIL, BS, 739, 758, 30
758, xfmr_210, XFRMR, BS, 742, 759, N/A
759, tl_209, TRIL, BS, 743, 760, 30
760, ul_142, LINE, AN, 746, 761, 39.308
761, tl_76, TRIL, AS, 747, 762, 30
762, tl_77, TRIL, CS, 748, 763, 30
763, xfmr_144, XFRMR, AS, 749, 764, N/A
764, xfmr_145, XFRMR, CS, 749, 765, N/A
765, ul_118, LINE, ACN, 749, 766, 275.660
766, ul_129, LINE, AN, 749, 767, 10.159
767, xfmr_73, XFRMR, AS, 750, 768, N/A
768, xfmr_74, XFRMR, CS, 750, 769, N/A
769, tl_162, TRIL, AS, 751, 770, 30
770, tl_163, TRIL, AS, 752, 771, 30
771, fuse_32, FUSE, ABCN, 753, 772, N/A
772, fuse_33, FUSE, AN, 753, 773, N/A
773, switch_52, SWITCH, ABCN, 753, 774, N/A
774, fuse_29, FUSE, ABCN, 754, 775, N/A
775, ul_267, LINE, ABCN, 754, 776, 11.181
776, ul_283, LINE, ABCN, 755, 777, 44.786
777, ul_288, LINE, ABCN, 756, 778, 221.226
778, ul_282, LINE, ABCN, 757, 779, 132.435
779, tl_210, TRIL, BS, 759, 780, 30
780, ul_141, LINE, AN, 761, 781, 98.958
781, tl_144, TRIL, AS, 764, 782, 30
782, tl_145, TRIL, CS, 765, 783, 30
783, xfmr_125, XFRMR, AS, 766, 784, N/A
784, xfmr_126, XFRMR, CS, 766, 785, N/A
785, ul_117, LINE, ACN, 766, 786, 366.395
786, ul_130, LINE, AN, 766, 787, 13.980
787, ul_144, LINE, AN, 766, 788, 412.626
788, xfmr_138, XFRMR, AS, 767, 789, N/A
789, ul_128, LINE, AN, 767, 790, 296.089
790, tl_73, TRIL, AS, 768, 791, 30
791, tl_74, TRIL, CS, 769, 792, 30
792, ul_403, LINE, ABCN, 772, 793, 160.600
793, ul_404, LINE, AN, 773, 794, 15.600
794, ul_406, LINE, ABCN, 774, 795, 142.823
795, ul_192, LINE, ABCN, 775, 796, 361.863
796, ul_265, LINE, ABCN, 775, 797, 144.911
797, ul_270, LINE, ABCN, 775, 798, 317.998
798, switch_20, SWITCH, ABCN, 776, 799, N/A
799, ul_284, LINE, ABCN, 777, 800, 39.123
800, ul_289, LINE, ABCN, 778, 801, 86.075
801, ul_399, LINE, ABCN, 779, 802, 672.449
802, ul_143, LINE, AN, 781, 803, 147.667
803, tl_125, TRIL, AS, 784, 804, 30
804, tl_126, TRIL, CS, 785, 805, 30
805, xfmr_123, XFRMR, AS, 786, 806, N/A
806, xfmr_124, XFRMR, CS, 786, 807, N/A
807, ul_108, LINE, CN, 786, 808, 171.901
808, ul_109, LINE, AN, 786, 809, 214.850
809, ul_131, LINE, CN, 786, 810, 396.620
810, xfmr_139, XFRMR, AS, 787, 811, N/A
811, xfmr_149, XFRMR, AS, 788, 812, N/A
812, tl_138, TRIL, AS, 789, 813, 30
813, xfmr_137, XFRMR, AS, 790, 814, N/A
814, ul_127, LINE, AN, 790, 815, 293.476
815, xfmr_337, XFRMR, AS, 793, 816, N/A
816, xfmr_338, XFRMR, BS, 793, 817, N/A
817, xfmr_339, XFRMR, CS, 793, 818, N/A
818, ul_153, LINE, ABCN, 793, 819, 23.283
819, fuse_34, FUSE, AN, 794, 820, N/A
820, ul_405, LINE, AN, 794, 821, 17.300
821, ul_152, LINE, ABCN, 795, 822, 355.803
822, ul_191, LINE, ABCN, 796, 823, 308.638
823, ul_145, LINE, ABCN, 797, 824, 230.600
824, ul_262, LINE, AN, 798, 825, 207.646
825, ul_271, LINE, ABCN, 798, 826, 18.029
826, ul_266, LINE, ABCN, 799, 827, 364.985
827, ul_285, LINE, BN, 800, 828, 191.800
828, ul_292, LINE, CN, 800, 829, 64.100
829, ul_305, LINE, ABCN, 800, 830, 78.200
830, switch_31, SWITCH, BN, 801, 831, N/A
831, ul_290, LINE, ABCN, 801, 832, 132.800
832, ul_324, LINE, ABCN, 801, 833, 253.500
833, switch_54, SWITCH, ABCN, 802, 834, N/A
834, xfmr_148, XFRMR, AS, 803, 835, N/A
835, ul_122, LINE, AN, 803, 836, 299.791
836, tl_123, TRIL, AS, 806, 837, 30
837, tl_124, TRIL, CS, 807, 838, 30
838, xfmr_75, XFRMR, CS, 808, 839, N/A
839, xfmr_81, XFRMR, AS, 809, 840, N/A
840, xfmr_140, XFRMR, CS, 810, 841, N/A
841, ul_132, LINE, CN, 810, 842, 230.967
842, tl_139, TRIL, AS, 811, 843, 30
843, tl_149, TRIL, AS, 812, 844, 30
844, tl_137, TRIL, AS, 814, 845, 30
845, xfmr_136, XFRMR, AS, 815, 846, N/A
846, ul_126, LINE, AN, 815, 847, 294.895
847, tl_337, TRIL, AS, 816, 848, 30
848, tl_338, TRIL, BS, 817, 849, 30
849, tl_339, TRIL, CS, 818, 850, 30
850, ul_154, LINE, BN, 819, 851, 269.300
851, ul_157, LINE, CN, 819, 852, 396.500
852, ul_162, LINE, ABCN, 819, 853, 309.863
853, ol_104, LINE, AN, 820, 854, 129.100
854, ul_190, LINE, ABCN, 823, 855, 490.239
855, xfmr_490, XFRMR, ABCN, 824, 856, N/A
856, ul_272, LINE, AN, 825, 857, 10.765
857, ul_264, LINE, ABCN, 827, 858, 312.106
858, xfmr_260, XFRMR, BS, 828, 859, N/A
859, ul_286, LINE, BN, 828, 860, 164.900
860, ul_293, LINE, CN, 829, 861, 13.800
861, ul_294, LINE, CN, 829, 862, 174.100
862, ul_295, LINE, CN, 829, 863, 44.640
863, ul_306, LINE, ABCN, 830, 864, 9.726
864, switch_32, SWITCH, CN, 832, 865, N/A
865, switch_36, SWITCH, CN, 832, 866, N/A
866, ul_291, LINE, ABCN, 832, 867, 112.744
867, xfmr_283, XFRMR, AS, 833, 868, N/A
868, xfmr_284, XFRMR, BS, 833, 869, N/A
869, xfmr_285, XFRMR, CS, 833, 870, N/A
870, ul_325, LINE, ABCN, 833, 871, 308.800
871, fuse_35, FUSE, ABCN, 834, 872, N/A
872, switch_49, SWITCH, ABCN, 834, 873, N/A
873, switch_55, SWITCH, ABCN, 834, 874, N/A
874, tl_148, TRIL, AS, 835, 875, 30
875, xfmr_132, XFRMR, AS, 836, 876, N/A
876, ul_123, LINE, AN, 836, 877, 444.714
877, tl_75, TRIL, CS, 839, 878, 30
878, tl_81, TRIL, AS, 840, 879, 30
879, tl_140, TRIL, CS, 841, 880, 30
880, xfmr_141, XFRMR, CS, 842, 881, N/A
881, ul_133, LINE, CN, 842, 882, 266.654
882, tl_136, TRIL, AS, 846, 883, 30
883, xfmr_135, XFRMR, AS, 847, 884, N/A
884, ul_125, LINE, AN, 847, 885, 302.876
885, xfmr_341, XFRMR, BS, 851, 886, N/A
886, ul_155, LINE, BN, 851, 887, 82.500
887, xfmr_344, XFRMR, CS, 852, 888, N/A
888, ul_158, LINE, CN, 852, 889, 327.000
889, ul_163, LINE, AN, 853, 890, 270.500
890, xfmr_340, XFRMR, AS, 854, 891, N/A
891, switch_12, SWITCH, ABCN, 855, 892, N/A
892, load_5_ohl, LINE, ABCN, 856, 893, 50ft
893, xfmr_495, XFRMR, AN, 857, 894, N/A
894, ul_263, LINE, ABCN, 858, 895, 556.793
895, tl_260, TRIL, BS, 859, 896, 30
896, xfmr_261, XFRMR, BS, 860, 897, N/A
897, ul_287, LINE, BN, 860, 898, 209.800
898, xfmr_263, XFRMR, CS, 861, 899, N/A
899, xfmr_264, XFRMR, CS, 862, 900, N/A
900, ul_296, LINE, CN, 862, 901, 127.100
901, ul_298, LINE, CN, 863, 902, 24.938
902, ul_307, LINE, BN, 864, 903, 97.000
903, ul_308, LINE, CN, 864, 904, 126.300
904, ul_311, LINE, ABCN, 864, 905, 191.806
905, ul_312, LINE, AN, 864, 906, 225.500
906, ul_329, LINE, CN, 866, 907, 318.100
907, switch_33, SWITCH, CN, 867, 908, N/A
908, ul_319, LINE, ABCN, 867, 909, 261.877
909, ul_334, LINE, AN, 867, 910, 243.106
910, tl_283, TRIL, AS, 868, 911, 30
911, tl_284, TRIL, BS, 869, 912, 30
912, tl_285, TRIL, CS, 870, 913, 30
913, xfmr_286, XFRMR, AS, 871, 914, N/A
914, xfmr_287, XFRMR, BS, 871, 915, N/A
915, xfmr_288, XFRMR, CS, 871, 916, N/A
916, ul_326, LINE, ABCN, 871, 917, 247.400
917, ul_398, LINE, ABCN, 872, 918, 561.767
918, ul_408, LINE, ABCN, 873, 919, 1134.981
919, ul_409, LINE, ABCN, 874, 920, 336.700
920, tl_132, TRIL, AS, 876, 921, 30
921, ul_124, LINE, AN, 877, 922, 108.215
922, ul_260, LINE, AN, 877, 923, 60.546
923, tl_141, TRIL, CS, 881, 924, 30
924, xfmr_142, XFRMR, CS, 882, 925, N/A
925, ul_134, LINE, CN, 882, 926, 337.509
926, tl_135, TRIL, AS, 884, 927, 30
927, xfmr_134, XFRMR, AS, 885, 928, N/A
928, tl_341, TRIL, BS, 886, 929, 30
929, xfmr_342, XFRMR, BS, 887, 930, N/A
930, ul_156, LINE, BN, 887, 931, 443.700
931, tl_344, TRIL, CS, 888, 932, 30
932, xfmr_345, XFRMR, CS, 889, 933, N/A
933, ul_159, LINE, CN, 889, 934, 121.500
934, xfmr_347, XFRMR, AS, 890, 935, N/A
935, ul_164, LINE, AN, 890, 936, 186.204
936, tl_340, TRIL, AS, 891, 937, 30
937, load_5_CTTF_A_1, XFRMR, AS, 893, 938, N/A
938, load_5_CTTF_A_2, XFRMR, AS, 893, 939, N/A
939, load_5_CTTF_B_1, XFRMR, BS, 893, 940, N/A
940, load_5_CTTF_B_2, XFRMR, BS, 893, 941, N/A
941, load_5_CTTF_C_1, XFRMR, CS, 893, 942, N/A
942, load_5_CTTF_C_2, XFRMR, CS, 893, 943, N/A
943, switch_11, SWITCH, ABCN, 895, 944, N/A
944, tl_261, TRIL, BS, 897, 945, 30
945, xfmr_262, XFRMR, BS, 898, 946, N/A
946, tl_263, TRIL, CS, 899, 947, 30
947, tl_264, TRIL, CS, 900, 948, 30
948, xfmr_265, XFRMR, CS, 901, 949, N/A
949, ul_297, LINE, CN, 901, 950, 144.100
950, ul_299, LINE, CN, 902, 951, 16.500
951, ul_302, LINE, CN, 902, 952, 214.700
952, xfmr_272, XFRMR, BS, 903, 953, N/A
953, xfmr_273, XFRMR, CS, 904, 954, N/A
954, ul_309, LINE, CN, 904, 955, 182.700
955, ul_340, LINE, ABCN, 905, 956, 74.202
956, xfmr_277, XFRMR, AS, 906, 957, N/A
957, ul_313, LINE, AN, 906, 958, 175.100
958, xfmr_293, XFRMR, CS, 907, 959, N/A
959, ul_328, LINE, CN, 907, 960, 233.300
960, ul_304, LINE, CN, 908, 961, 232.800
961, ul_320, LINE, CN, 909, 962, 83.900
962, ul_321, LINE, ABCN, 909, 963, 212.074
963, ul_336, LINE, BN, 909, 964, 236.400
964, ul_333, LINE, AN, 910, 965, 319.800
965, tl_286, TRIL, AS, 914, 966, 30
966, tl_287, TRIL, BS, 915, 967, 30
967, tl_288, TRIL, CS, 916, 968, 30
968, xfmr_289, XFRMR, AS, 917, 969, N/A
969, xfmr_290, XFRMR, BS, 917, 970, N/A
970, xfmr_291, XFRMR, CS, 917, 971, N/A
971, ul_327, LINE, ABCN, 917, 972, 224.581
972, ul_394, LINE, ABCN, 918, 973, 512.959
973, ul_395, LINE, AN, 918, 974, 11.400
974, ul_396, LINE, ABCN, 918, 975, 63.902
975, ul_542, LINE, ABCN, 918, 976, 481.047
976, ul_400, LINE, ABCN, 919, 977, 1757.798
977, ul_438, LINE, ABCN, 920, 978, 152.980
978, xfmr_133, XFRMR, AS, 922, 979, N/A
979, ul_136, LINE, AN, 922, 980, 18.001
980, xfmr_250, XFRMR, AS, 923, 981, N/A
981, tl_142, TRIL, CS, 925, 982, 30
982, xfmr_143, XFRMR, CS, 926, 983, N/A
983, tl_134, TRIL, AS, 928, 984, 30
984, tl_342, TRIL, BS, 930, 985, 30
985, xfmr_343, XFRMR, BS, 931, 986, N/A
986, tl_345, TRIL, CS, 933, 987, 30
987, xfmr_346, XFRMR, CS, 934, 988, N/A
988, ul_160, LINE, CN, 934, 989, 409.232
989, tl_347, TRIL, AS, 935, 990, 30
990, ul_165, LINE, AN, 936, 991, 97.500
991, ul_166, LINE, AN, 936, 992, 221.500
992, ul_167, LINE, AN, 936, 993, 258.802
993, fuse_18, FUSE, ABCN, 944, 994, N/A
994, switch_13, SWITCH, ABCN, 944, 995, N/A
995, tl_262, TRIL, BS, 946, 996, 30
996, tl_265, TRIL, CS, 949, 997, 30
997, xfmr_266, XFRMR, CS, 950, 998, N/A
998, xfmr_267, XFRMR, CS, 951, 999, N/A
999, ul_300, LINE, CN, 951, 1000, 89.887
1000, xfmr_269, XFRMR, CS, 952, 1001, N/A
1001, ul_303, LINE, CN, 952, 1002, 163.900
1002, tl_272, TRIL, BS, 953, 1003, 30
1003, tl_273, TRIL, CS, 954, 1004, 30
1004, xfmr_274, XFRMR, CS, 955, 1005, N/A
1005, ul_310, LINE, CN, 955, 1006, 199.000
1006, switch_57, SWITCH, AN, 956, 1007, N/A
1007, ul_458, LINE, ABCN, 956, 1008, 165.834
1008, tl_277, TRIL, AS, 957, 1009, 30
1009, xfmr_278, XFRMR, AS, 958, 1010, N/A
1010, ul_314, LINE, AN, 958, 1011, 221.100
1011, tl_293, TRIL, CS, 959, 1012, 30
1012, xfmr_292, XFRMR, CS, 960, 1013, N/A
1013, xfmr_271, XFRMR, CS, 961, 1014, N/A
1014, xfmr_281, XFRMR, CS, 962, 1015, N/A
1015, ul_322, LINE, ABCN, 963, 1016, 9.993
1016, xfmr_300, XFRMR, BS, 964, 1017, N/A
1017, ul_337, LINE, BN, 964, 1018, 314.100
1018, xfmr_298, XFRMR, AS, 965, 1019, N/A
1019, ul_332, LINE, AN, 965, 1020, 109.500
1020, tl_289, TRIL, AS, 969, 1021, 30
1021, tl_290, TRIL, BS, 970, 1022, 30
1022, tl_291, TRIL, CS, 971, 1023, 30
1023, ul_330, LINE, ABCN, 972, 1024, 14.200
1024, switch_46, SWITCH, AN, 973, 1025, N/A
1025, ul_391, LINE, ABCN, 973, 1026, 216.225
1026, ul_392, LINE, BN, 973, 1027, 106.500
1027, xfmr_336, XFRMR, AS, 974, 1028, N/A
1028, ul_407, LINE, AN, 974, 1029, 350.900
1029, switch_47, SWITCH, ABCN, 975, 1030, N/A
1030, switch_48, SWITCH, ABCN, 975, 1031, N/A
1031, ul_442, LINE, ABCN, 975, 1032, 312.141
1032, switch_74, SWITCH, BN, 976, 1033, N/A
1033, ul_543, LINE, AN, 976, 1034, 188.200
1034, ul_544, LINE, CN, 976, 1035, 63.200
1035, ul_545, LINE, ABCN, 976, 1036, 297.080
1036, switch_80, SWITCH, ABCN, 977, 1037, N/A
1037, ul_439, LINE, ABCN, 978, 1038, 233.187
1038, tl_133, TRIL, AS, 979, 1039, 30
1039, ul_137, LINE, AN, 980, 1040, 303.432
1040, ul_138, LINE, AN, 980, 1041, 131.268
1041, ul_233, LINE, AN, 980, 1042, 147.654
1042, tl_250, TRIL, AS, 981, 1043, 30
1043, tl_143, TRIL, CS, 983, 1044, 30
1044, tl_343, TRIL, BS, 986, 1045, 30
1045, tl_346, TRIL, CS, 988, 1046, 30
1046, ul_161, LINE, CN, 989, 1047, 7.614
1047, xfmr_348, XFRMR, AS, 991, 1048, N/A
1048, xfmr_349, XFRMR, AS, 992, 1049, N/A
1049, ul_195, LINE, ABCN, 994, 1050, 424.191
1050, ul_589, LINE, ABCN, 994, 1051, 101.774
1051, ul_193, LINE, ABCN, 995, 1052, 431.843
1052, tl_266, TRIL, CS, 998, 1053, 30
1053, tl_267, TRIL, CS, 999, 1054, 30
1054, ul_301, LINE, CN, 1000, 1055, 23.100
1055, tl_269, TRIL, CS, 1001, 1056, 30
1056, xfmr_270, XFRMR, CS, 1002, 1057, N/A
1057, tl_274, TRIL, CS, 1005, 1058, 30
1058, ol_101, LINE, CN, 1006, 1059, 119.600
